customer_id,gender,is_urban,is_married,has_chidren,period,housing_service,get_multi_bonus,web_stability_problem,online_guide_service,is_member,sales_support,pay_after_try,installment_pay,member_type,is_vip,pay_method,avg_month_consumption,total_consumption,is_warning_loss,supplier
3712-PKXZA,Male,0,Yes,No,61,Yes,No,other,other,other,other,other,other,One year,Yes,Mastercard,20.55,1252,No,Xfinity
6317-YPKDH,Female,0,No,No,1,No,other,No,Yes,No,No,No,No,Month,No,Visa,29.95,29.95,Yes,Starlink
6582-OIVSP,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Month,No,Venmo,45.3,45.3,No,Xfinity
9367-WXLCH,Male,0,No,No,8,Yes,Yes,No,No,No,No,No,Yes,Month,No,Visa,84.5,662.65,Yes,Verizon
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,Yes,No,Yes,No,Yes,Yes,One year,No,Mastercard,74.75,2453.3,No,Xfinity
1918-ZBFQJ,Female,0,No,No,13,Yes,No,No,Yes,Yes,No,No,No,Month,Yes,PayPal,79.25,1111.65,Yes,T-Mobile
1024-GUALD,Female,0,Yes,No,1,No,other,No,No,No,No,No,No,Month,Yes,PayPal,24.8,24.8,Yes,T-Mobile
4827-USJHP,Male,0,No,No,20,Yes,No,No,Yes,No,No,No,No,Month,Yes,Venmo,51.8,1023.85,No,AT&T
8167-GJLRN,Male,0,No,No,3,No,other,No,No,No,Yes,No,No,Month,No,PayPal,30.4,82.15,No,HughesNet
0956-SYCWG,Female,0,No,No,13,Yes,No,other,other,other,other,other,other,One year,No,PayPal,19.65,244.8,No,T-Mobile
8017-UVSZU,Female,0,Yes,No,40,Yes,Yes,No,Yes,No,No,No,No,Month,No,Mastercard,56.6,2379.1,No,Verizon
7100-FQPRV,Male,0,Yes,Yes,43,Yes,Yes,Yes,No,No,Yes,No,Yes,One year,Yes,Mastercard,71.9,3173.35,No,AT&T
2472-OVKUP,Male,0,Yes,No,6,Yes,No,No,Yes,Yes,No,No,Yes,Month,Yes,PayPal,91.0,531,Yes,Xfinity
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,other,other,other,other,other,other,Two year,No,Visa,19.75,1375.4,No,Starlink
9680-NIAUV,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mastercard,109.7,8129.3,No,HughesNet
2146-EGVDT,Male,0,Yes,Yes,59,Yes,No,other,other,other,other,other,other,Two year,No,Mastercard,19.3,1192.7,No,T-Mobile
2604-IJPDU,Female,0,Yes,No,20,Yes,No,Yes,Yes,No,Yes,Yes,No,Month,Yes,PayPal,96.55,1901.65,No,AT&T
9178-JHUVJ,Male,0,Yes,Yes,24,Yes,Yes,other,other,other,other,other,other,Two year,Yes,Visa,24.1,587.4,No,Xfinity
6168-YBYNP,Male,0,No,No,59,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month,Yes,PayPal,111.35,6519.75,No,T-Mobile
7255-SSFBC,Male,0,Yes,Yes,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Visa,112.25,8041.65,No,Xfinity
3645-DEYGF,Male,0,No,Yes,1,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.75,20.75,No,Xfinity
9323-HGFWY,Female,0,Yes,No,27,Yes,No,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mastercard,101.9,2681.15,No,AT&T
8544-GOQSH,Female,0,No,No,14,Yes,No,No,Yes,No,Yes,No,No,Month,Yes,Mastercard,80.05,1112.3,No,Verizon
3363-DTIVD,Male,0,Yes,Yes,71,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Two year,No,PayPal,105.55,7405.5,No,T-Mobile
7018-WBJNK,Male,0,No,Yes,13,Yes,No,No,No,No,No,Yes,No,Month,Yes,Mastercard,78.3,1033.95,No,Starlink
9142-KZXOP,Male,0,No,No,44,Yes,No,No,No,No,No,No,No,Month,No,Mastercard,68.85,2958.95,No,AT&T
7674-YTAFD,Female,0,No,No,33,Yes,No,No,Yes,No,Yes,No,No,One year,Yes,Visa,79.95,2684.85,No,Starlink
6348-SNFUS,Male,0,Yes,Yes,72,No,other,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mastercard,55.45,4179.2,No,HughesNet
1285-OKIPP,Male,0,No,No,1,Yes,No,No,No,No,No,No,Yes,Month,No,PayPal,79.9,79.9,Yes,HughesNet
7825-ECJRF,Female,0,No,No,19,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month,Yes,PayPal,106.6,1934.45,Yes,Verizon
1347-KTTTA,Male,0,Yes,No,64,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mastercard,102.45,6654.1,No,AT&T
7841-TZDMQ,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,Month,Yes,Mastercard,46.0,84.5,Yes,HughesNet
4195-NZGTA,Female,0,No,No,1,No,other,No,No,No,No,No,No,Month,No,PayPal,25.25,25.25,No,T-Mobile
7157-SMCFK,Male,0,No,Yes,61,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,19.75,1124.2,No,Verizon
4709-LKHYG,Female,0,Yes,Yes,29,Yes,No,other,other,other,other,other,other,One year,No,PayPal,20.0,540.05,No,Xfinity
2504-DSHIH,Male,1,Yes,No,23,Yes,Yes,No,No,No,No,No,Yes,Month,No,PayPal,86.8,1975.85,No,HughesNet
0699-NDKJM,Female,0,Yes,No,57,No,other,Yes,Yes,Yes,No,Yes,Yes,Month,Yes,Visa,58.75,3437.45,No,HughesNet
9286-BHDQG,Male,0,Yes,Yes,72,No,other,Yes,Yes,Yes,Yes,No,No,Two year,No,Mastercard,45.25,3139.8,No,Starlink
0230-WEQUW,Male,0,Yes,No,66,No,other,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Visa,56.6,3789.2,No,AT&T
2040-LDIWQ,Male,0,Yes,Yes,65,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Visa,84.2,5324.5,No,T-Mobile
6496-JDSSB,Female,0,No,No,8,Yes,No,No,No,No,No,Yes,No,Month,Yes,Visa,80.0,624.6,No,AT&T
9408-SSNVZ,Female,0,No,No,4,Yes,No,No,No,No,No,No,No,Month,Yes,PayPal,70.15,268.35,Yes,Starlink
4443-EMBNA,Female,0,Yes,No,71,Yes,Yes,other,other,other,other,other,other,Two year,No,Visa,24.75,1836.9,No,AT&T
6469-MRVET,Male,0,Yes,Yes,1,Yes,No,other,other,other,other,other,other,One year,Yes,PayPal,20.2,20.2,No,Starlink
0742-MOABM,Male,0,Yes,No,4,Yes,No,No,No,No,Yes,No,No,Month,No,Venmo,50.05,179.35,Yes,HughesNet
5961-VUSRV,Female,0,No,No,12,Yes,No,other,other,other,other,other,other,One year,Yes,Visa,19.35,219.35,No,AT&T
6778-JFCMK,Male,0,No,No,24,No,other,Yes,No,No,No,Yes,Yes,One year,Yes,Venmo,50.6,1288.75,No,Starlink
6341-JVQGF,Female,0,Yes,Yes,31,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Venmo,81.15,2545.75,No,Starlink
2232-DMLXU,Female,0,Yes,No,1,Yes,No,No,No,No,No,Yes,No,Month,No,Venmo,55.2,55.2,Yes,AT&T
4811-JBUVU,Male,0,No,No,30,Yes,Yes,No,No,No,Yes,No,Yes,Month,Yes,Mastercard,89.9,2723.15,No,T-Mobile
0945-TSONX,Female,0,Yes,Yes,47,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mastercard,85.3,4107.25,No,HughesNet
2651-ZCBXV,Male,0,No,No,54,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mastercard,108.0,5760.65,No,Verizon
3316-UWXUY,Male,0,No,No,50,Yes,No,Yes,Yes,No,Yes,No,Yes,Month,Yes,Mastercard,93.5,4747.5,No,Starlink
8937-RDTHP,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,Yes,Month,Yes,Venmo,84.6,84.6,Yes,Xfinity
7083-MIOPC,Female,0,No,No,72,Yes,No,other,other,other,other,other,other,Two year,No,Mastercard,20.25,1566.9,No,Starlink
1984-GPTEH,Female,0,No,No,29,Yes,Yes,other,other,other,other,other,other,Month,No,PayPal,25.15,702,No,Starlink
1251-KRREG,Male,0,No,No,2,Yes,Yes,No,Yes,No,No,No,No,Month,Yes,Venmo,54.4,114.1,Yes,T-Mobile
0621-JFHOL,Female,0,No,No,10,No,other,No,No,No,Yes,No,No,Two year,Yes,Venmo,29.6,299.05,No,Xfinity
9903-LYSAB,Male,0,Yes,No,18,Yes,Yes,No,No,No,No,No,No,Month,Yes,PayPal,73.15,1305.95,No,Verizon
0094-OIFMO,Female,1,No,No,11,Yes,No,No,Yes,No,No,Yes,Yes,Month,Yes,PayPal,95.0,1120.3,Yes,AT&T
9227-UAQFT,Male,0,No,No,16,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,19.75,284.35,No,T-Mobile
7301-ABVAD,Female,0,No,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Visa,86.6,6350.5,No,Xfinity
6614-FHDBO,Male,0,No,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Visa,109.2,7878.3,No,HughesNet
7576-ASEJU,Female,0,Yes,Yes,41,Yes,No,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mastercard,74.7,3187.65,No,Verizon
9058-HRZSV,Female,1,Yes,No,65,Yes,No,Yes,Yes,Yes,No,No,Yes,Month,No,PayPal,94.4,6126.15,No,T-Mobile
4522-AKYLR,Female,1,No,No,13,Yes,No,No,Yes,Yes,No,No,No,Month,Yes,PayPal,54.8,731.3,No,Starlink
0221-WMXNQ,Male,1,No,No,4,Yes,No,Yes,No,No,No,No,No,Month,No,PayPal,75.35,273.4,No,Starlink
0303-UNCIP,Male,0,No,No,41,Yes,Yes,No,No,Yes,No,No,Yes,One year,No,Venmo,65.0,2531.8,No,T-Mobile
9947-OTFQU,Male,1,No,No,15,Yes,No,No,Yes,No,No,No,No,Month,Yes,PayPal,74.4,1074.3,Yes,T-Mobile
0322-YINQP,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,No,Month,Yes,Venmo,48.55,48.55,Yes,T-Mobile
0959-WHOKV,Male,0,No,No,42,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One year,Yes,PayPal,99.0,4298.45,No,Starlink
4075-JFPGR,Female,0,Yes,No,51,Yes,No,Yes,Yes,Yes,No,Yes,No,One year,Yes,PayPal,93.5,4619.55,No,Xfinity
4629-NRXKX,Female,0,Yes,Yes,2,Yes,No,No,No,No,No,No,No,Month,No,PayPal,70.4,147.15,Yes,Xfinity
9514-JDSKI,Male,1,Yes,No,1,No,other,No,Yes,No,No,Yes,No,Month,No,PayPal,40.2,40.2,Yes,Xfinity
3282-ZISZV,Male,0,No,Yes,32,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mastercard,83.7,2633.3,No,HughesNet
3675-YDUPJ,Male,0,No,No,10,Yes,No,other,other,other,other,other,other,Month,Yes,Venmo,19.85,193.05,No,AT&T
4111-BNXIF,Female,0,Yes,Yes,67,No,other,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,PayPal,59.55,4103.9,No,HughesNet
7017-VFHAY,Female,0,Yes,Yes,61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mastercard,115.1,7008.15,No,Verizon
6655-LHBYW,Male,0,No,No,50,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mastercard,114.35,5791.1,No,AT&T
4959-JOSRX,Female,0,Yes,No,2,Yes,No,No,No,No,No,No,No,Month,Yes,Mastercard,44.6,80.55,Yes,Xfinity
5046-NUHWD,Female,1,Yes,No,29,No,other,Yes,No,Yes,No,No,Yes,Month,Yes,PayPal,45.0,1228.65,No,AT&T
7273-TEFQD,Male,1,No,No,3,No,other,No,No,Yes,No,No,Yes,Month,Yes,PayPal,41.15,132.2,Yes,AT&T
3606-TWKGI,Male,1,No,No,13,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month,Yes,PayPal,106.9,1364.3,Yes,HughesNet
7529-ZDFXI,Male,1,Yes,No,57,Yes,Yes,No,Yes,No,No,No,Yes,Month,Yes,PayPal,89.85,4925.35,No,Xfinity
7605-BDWDC,Female,0,No,No,31,No,other,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Visa,49.85,1520.1,No,HughesNet
1950-KSVVJ,Female,0,Yes,No,45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Venmo,113.3,5032.25,No,Xfinity
0123-CRBRT,Female,0,Yes,Yes,61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Venmo,88.1,5526.75,No,HughesNet
6292-TOSSS,Male,0,No,No,50,Yes,Yes,other,other,other,other,other,other,Two year,No,Visa,24.9,1195.25,No,AT&T
3197-ARFOY,Female,1,No,No,19,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month,Yes,Venmo,105.0,2007.25,No,T-Mobile
6323-AYBRX,Male,0,No,No,59,Yes,No,other,other,other,other,other,other,Two year,No,Venmo,19.35,1099.6,Yes,AT&T
7014-ZZXAW,Female,0,Yes,No,71,Yes,Yes,other,other,other,other,other,other,Two year,Yes,Mastercard,24.25,1732.95,No,AT&T
4385-GZQXV,Female,1,No,No,16,Yes,No,No,No,No,Yes,Yes,Yes,Month,Yes,PayPal,94.45,1511.2,Yes,T-Mobile
7633-MVPUY,Male,0,Yes,No,57,Yes,No,Yes,Yes,No,Yes,No,No,Two year,Yes,PayPal,59.75,3450.15,No,Xfinity
6366-ZGQGL,Male,0,No,No,1,No,other,No,No,No,No,No,No,Month,No,Visa,24.8,24.8,Yes,Verizon
4716-HHKQH,Male,1,Yes,No,20,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month,No,PayPal,107.05,2172.05,No,Verizon
5940-AHUHD,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Month,No,Venmo,70.6,70.6,Yes,HughesNet
6432-TWQLB,Male,0,Yes,No,5,Yes,Yes,No,Yes,No,Yes,No,No,Month,Yes,PayPal,85.4,401.1,Yes,AT&T
4484-GLZOU,Female,0,Yes,No,52,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month,Yes,PayPal,105.05,5624.85,Yes,Verizon
3179-GBRWV,Male,1,Yes,No,21,Yes,No,Yes,Yes,No,No,No,Yes,Month,Yes,Visa,64.95,1339.8,No,Verizon
8645-KWHJO,Male,0,No,No,14,No,other,No,No,Yes,Yes,Yes,Yes,Month,Yes,PayPal,55.0,771.95,No,AT&T
4130-MZLCC,Female,0,No,No,5,Yes,No,No,Yes,No,No,No,No,Month,No,Visa,50.55,244.75,No,Starlink
0314-TKOSI,Female,0,No,No,6,Yes,No,Yes,Yes,No,No,No,No,Month,No,Venmo,55.15,322.9,No,T-Mobile
8229-MYEJZ,Female,0,No,No,10,Yes,No,No,Yes,No,No,No,No,Month,No,PayPal,51.2,498.25,No,T-Mobile
2080-SRCDE,Female,0,No,Yes,1,Yes,Yes,other,other,other,other,other,other,Month,No,Venmo,25.4,25.4,No,T-Mobile
9577-WJVCQ,Female,0,No,No,68,Yes,Yes,Yes,No,No,No,No,No,Month,No,Venmo,54.45,3687.75,No,Verizon
9512-UIBFX,Male,0,Yes,Yes,18,Yes,No,No,No,Yes,No,Yes,Yes,Month,No,Venmo,95.15,1779.95,Yes,Xfinity
6202-DYYFX,Female,0,No,No,22,Yes,Yes,No,No,No,No,No,No,One year,Yes,Mastercard,76.0,1783.6,No,Verizon
3808-HFKDE,Female,0,No,No,20,Yes,No,No,No,No,No,No,No,Month,Yes,PayPal,44.35,927.15,No,HughesNet
5583-SXDAG,Male,0,Yes,No,1,Yes,No,No,No,No,No,No,No,Month,No,PayPal,70.0,70,Yes,T-Mobile
3488-PGMQJ,Male,1,No,No,8,Yes,No,No,Yes,No,No,No,No,Month,Yes,PayPal,74.5,606.55,Yes,Verizon
3580-REOAC,Male,0,No,No,10,Yes,No,No,No,No,No,No,No,Month,Yes,Mastercard,44.85,435.4,Yes,T-Mobile
7534-BFESC,Male,1,No,No,24,Yes,Yes,No,No,No,No,No,No,Month,Yes,PayPal,76.1,1712.7,Yes,Xfinity
3727-OWVYD,Male,0,No,No,35,Yes,No,Yes,Yes,Yes,No,No,No,One year,No,Venmo,61.2,2021.2,No,Starlink
2294-SALNE,Male,0,Yes,Yes,23,Yes,No,No,Yes,Yes,Yes,No,No,One year,No,Venmo,86.8,1940.8,No,T-Mobile
4847-TAJYI,Female,1,No,No,6,Yes,No,No,No,No,No,Yes,Yes,Month,Yes,PayPal,89.35,567.8,No,AT&T
1563-IWQEX,Female,0,No,No,12,Yes,No,other,other,other,other,other,other,Month,No,Venmo,19.7,220.35,No,AT&T
8203-XJZRC,Male,0,No,No,1,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.25,20.25,No,Xfinity
6556-DBKZF,Female,0,Yes,Yes,71,Yes,No,No,No,Yes,No,No,No,Two year,No,PayPal,76.05,5436.45,No,AT&T
6851-WEFYX,Male,1,Yes,No,35,Yes,Yes,No,No,Yes,No,Yes,Yes,Month,Yes,PayPal,100.8,3437.5,No,Starlink
2985-JUUBZ,Male,0,Yes,Yes,40,Yes,Yes,No,No,Yes,No,Yes,Yes,Month,Yes,PayPal,74.55,3015.75,No,Xfinity
6390-DSAZX,Female,0,No,Yes,1,Yes,No,Yes,No,No,No,No,No,Month,Yes,Venmo,73.6,73.6,Yes,HughesNet
0895-LMRSF,Male,0,No,No,23,Yes,No,No,No,No,No,Yes,Yes,One year,Yes,Visa,64.9,1509.8,No,T-Mobile
8098-LLAZX,Female,1,No,No,4,Yes,Yes,No,No,No,No,Yes,Yes,Month,Yes,PayPal,95.45,396.1,Yes,Verizon
8266-VBFQL,Male,0,No,No,4,Yes,No,No,No,Yes,Yes,No,Yes,Month,Yes,PayPal,90.4,356.65,No,AT&T
8181-YHCMF,Female,0,Yes,Yes,68,No,other,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mastercard,60.3,4109,No,AT&T
2240-HSJQD,Male,0,No,Yes,38,Yes,Yes,No,Yes,No,No,No,No,Month,Yes,Venmo,81.85,3141.7,No,AT&T
1248-DYXUB,Male,0,Yes,Yes,52,Yes,Yes,other,other,other,other,other,other,Two year,No,Venmo,24.8,1229.1,No,Verizon
0265-EDXBD,Male,1,Yes,No,32,Yes,Yes,No,No,No,No,No,No,Month,Yes,PayPal,74.9,2303.35,Yes,HughesNet
4115-BNPJY,Male,0,Yes,Yes,29,Yes,No,No,No,Yes,Yes,Yes,Yes,Two year,No,Venmo,75.55,2054.4,No,T-Mobile
3167-SNQPL,Male,1,Yes,Yes,38,Yes,Yes,No,Yes,No,No,Yes,Yes,Month,No,PayPal,101.15,3741.85,No,HughesNet
4091-TVOCN,Male,0,No,Yes,48,Yes,Yes,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mastercard,78.75,3682.45,No,T-Mobile
1098-TDVUQ,Female,0,No,No,1,Yes,No,other,other,other,other,other,other,Month,Yes,Visa,19.25,19.25,No,AT&T
7277-OZCGZ,Female,0,No,No,22,Yes,No,Yes,No,No,Yes,No,Yes,Month,Yes,PayPal,89.05,1886.25,No,Xfinity
1557-EMYVT,Female,0,No,No,43,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mastercard,115.05,4895.1,No,Starlink
2799-ARNLO,Female,1,Yes,No,5,Yes,No,No,No,No,No,No,No,Month,Yes,PayPal,69.35,341.6,No,Verizon
7563-BIUPC,Male,0,No,No,5,Yes,No,No,No,No,No,Yes,No,Month,Yes,PayPal,80.6,415.55,Yes,T-Mobile
5027-YOCXN,Male,0,Yes,Yes,51,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mastercard,110.05,5686.4,No,Verizon
3973-SKMLN,Male,0,No,No,71,Yes,No,other,other,other,other,other,other,Two year,Yes,Mastercard,19.9,1355.1,No,AT&T
2321-OMBXY,Female,0,Yes,Yes,38,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mastercard,80.3,3058.65,Yes,Starlink
2840-XANRC,Male,1,Yes,No,24,Yes,No,No,No,Yes,No,Yes,Yes,Month,Yes,PayPal,93.15,2231.05,Yes,HughesNet
6745-JEFZB,Male,0,Yes,No,35,Yes,Yes,No,No,No,Yes,Yes,No,Month,Yes,Mastercard,91.5,3236.35,No,HughesNet
5020-ZSTTY,Female,1,No,No,54,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,No,Visa,82.45,4350.1,Yes,Xfinity
9880-TDQAC,Female,0,Yes,Yes,72,No,other,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,PayPal,60.0,4264,No,Starlink
8705-WZCYL,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Month,Yes,PayPal,44.8,44.8,No,T-Mobile
7102-JJVTX,Female,0,Yes,Yes,9,Yes,No,Yes,No,No,No,No,No,One year,No,Venmo,48.6,422.3,No,HughesNet
8626-PTQGE,Male,0,No,No,69,No,other,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Visa,60.05,4176.7,No,Starlink
4983-CLMLV,Female,0,Yes,No,52,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month,Yes,Mastercard,102.7,5138.1,No,Verizon
5701-YVSVF,Female,1,Yes,No,11,Yes,No,No,No,No,Yes,Yes,No,Month,Yes,PayPal,82.9,880.05,No,Xfinity
5804-LEPIM,Female,1,No,No,2,Yes,No,No,No,No,No,No,No,Month,Yes,PayPal,70.35,139.05,Yes,AT&T
5697-GOMBF,Female,1,Yes,Yes,28,No,other,No,No,No,No,Yes,No,Month,Yes,PayPal,35.9,973.65,No,T-Mobile
2739-CACDQ,Female,1,No,No,17,Yes,Yes,No,No,Yes,No,No,No,Month,Yes,Mastercard,82.65,1470.05,No,T-Mobile
9385-EHGDO,Female,0,Yes,Yes,35,Yes,No,other,other,other,other,other,other,Two year,Yes,Venmo,19.85,739.35,No,T-Mobile
9498-FIMXL,Female,0,No,No,8,Yes,No,other,other,other,other,other,other,One year,Yes,Venmo,19.2,161.95,No,HughesNet
2379-GYFLQ,Male,0,No,No,46,Yes,Yes,No,Yes,Yes,No,Yes,No,One year,Yes,Mastercard,94.9,4422.95,No,Xfinity
0122-OAHPZ,Female,0,No,No,7,Yes,Yes,No,No,No,No,No,No,Month,Yes,PayPal,73.85,511.25,Yes,Xfinity
2868-SNELZ,Female,0,No,No,2,Yes,Yes,No,No,Yes,No,No,No,Month,No,Venmo,80.6,155.8,Yes,Xfinity
4322-RCYMT,Male,0,Yes,Yes,68,Yes,Yes,No,Yes,Yes,Yes,No,Yes,One year,Yes,Visa,75.8,5293.95,Yes,Verizon
6680-NENYN,Female,0,No,No,43,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Two year,Yes,PayPal,104.6,4759.85,Yes,Verizon
2088-IEBAU,Female,0,No,No,68,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,PayPal,88.15,6148.45,No,T-Mobile
7982-VCELR,Female,0,No,No,36,Yes,No,No,Yes,No,No,Yes,Yes,Month,Yes,Mastercard,94.8,3565.65,No,Xfinity
1343-EHPYB,Male,0,Yes,No,63,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month,Yes,PayPal,103.4,6603,Yes,Xfinity
6035-BXTTY,Female,1,No,No,32,Yes,No,No,Yes,No,Yes,No,No,Month,No,Visa,54.65,1830.1,No,T-Mobile
6885-PKOAM,Female,0,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mastercard,85.75,6223.8,No,AT&T
7520-HQWJU,Female,0,Yes,Yes,66,Yes,Yes,Yes,Yes,Yes,No,No,No,Month,Yes,Visa,67.45,4508.65,No,Xfinity
9639-BUJXT,Male,0,No,No,63,Yes,No,other,other,other,other,other,other,One year,No,Venmo,20.5,1328.15,No,Xfinity
5924-SNGKP,Female,0,No,Yes,41,Yes,No,other,other,other,other,other,other,One year,Yes,Mastercard,20.25,865,No,T-Mobile
0021-IKXGC,Female,1,No,No,1,Yes,Yes,No,No,No,No,No,No,Month,Yes,PayPal,72.1,72.1,No,Xfinity
2034-GDRCN,Female,0,No,No,2,Yes,No,No,No,No,No,Yes,Yes,Month,Yes,PayPal,90.4,168.2,Yes,Xfinity
8966-SNIZF,Female,0,Yes,No,70,Yes,No,other,other,other,other,other,other,Two year,No,Visa,19.45,1303.5,No,Xfinity
6243-OZGFH,Female,0,No,No,23,No,other,No,No,No,No,Yes,Yes,Month,Yes,PayPal,44.95,996.85,No,HughesNet
4654-DLAMQ,Female,1,Yes,No,64,Yes,No,Yes,Yes,Yes,No,No,Yes,One year,No,Visa,97.0,6430.9,No,T-Mobile
0513-RBGPE,Male,0,Yes,Yes,37,Yes,Yes,Yes,No,Yes,Yes,No,No,Two year,Yes,Mastercard,62.8,2278.75,No,Starlink
5160-UXJED,Male,0,No,Yes,17,Yes,No,No,No,No,No,No,No,One year,No,Venmo,44.6,681.4,No,HughesNet
4115-NZRKS,Female,1,No,No,7,Yes,No,No,No,No,No,Yes,Yes,Month,Yes,PayPal,89.15,574.35,No,T-Mobile
0219-YTZUE,Male,0,Yes,Yes,4,Yes,Yes,No,Yes,Yes,No,No,No,Month,Yes,Visa,84.8,371.9,Yes,Verizon
0623-IIHUG,Female,1,No,No,21,No,other,Yes,No,No,No,Yes,No,Month,Yes,PayPal,41.9,840.1,Yes,Verizon
4572-DVCGN,Female,0,No,No,10,Yes,No,No,No,No,No,No,Yes,Month,Yes,Visa,80.25,846,Yes,AT&T
3351-NGXYI,Female,1,No,No,16,Yes,Yes,Yes,No,No,No,No,No,Month,Yes,PayPal,54.1,889,No,T-Mobile
8984-EYLLL,Male,0,Yes,No,64,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two year,Yes,PayPal,105.25,6823.4,No,T-Mobile
9057-MSWCO,Male,1,Yes,No,27,No,other,Yes,No,No,No,No,No,Month,No,Mastercard,30.75,805.1,Yes,T-Mobile
9833-TGFHX,Male,0,Yes,Yes,42,Yes,Yes,Yes,No,No,No,Yes,Yes,One year,No,PayPal,97.1,4016.75,No,Starlink
9294-TDIPC,Male,0,No,Yes,5,Yes,No,other,other,other,other,other,other,Month,No,Venmo,20.2,83.75,No,Xfinity
5229-DTFYB,Female,0,No,No,41,Yes,No,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Visa,98.8,3959.15,No,Starlink
0104-PPXDV,Male,0,Yes,No,58,Yes,No,No,No,Yes,No,No,No,One year,No,Mastercard,50.3,2878.55,No,Verizon
5176-LMJXE,Female,0,No,No,47,Yes,No,other,other,other,other,other,other,Two year,Yes,Venmo,20.55,945.7,No,T-Mobile
3583-KRKMD,Male,0,No,No,18,Yes,No,No,No,No,Yes,No,No,Month,Yes,Visa,75.9,1373.05,No,Starlink
1010-DIAUQ,Male,0,No,No,5,Yes,No,No,No,Yes,No,Yes,Yes,Month,No,Visa,96.5,492.55,Yes,Verizon
9069-LGEUL,Male,0,Yes,No,23,Yes,No,Yes,No,No,No,No,Yes,Month,Yes,Visa,59.95,1406,No,Verizon
7302-ZHMHP,Female,0,No,No,1,Yes,No,other,other,other,other,other,other,Month,No,Venmo,19.15,19.15,No,Starlink
9571-EDEBV,Male,0,Yes,No,71,Yes,Yes,No,No,Yes,No,Yes,Yes,One year,Yes,Mastercard,98.65,6962.85,No,Xfinity
3520-FJGCV,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mastercard,112.6,8126.65,No,AT&T
